ID_Pelanggan,Nama_Pelanggan,Alamat,Kota,Provinsi,Daya_Listrik,Meter_Awal,Meter_Akhir,Pemakaian_kWh,Tarif_per_kWh,Total_Tagihan,Bulan,Tahun,Status_Pembayaran,Tanggal_Tagihan,Tanggal_Pembayaran,Tanggal_Jatuh_Tempo,Denda,Total_Bayar,Metode_Pembayaran,Tarif_Key
PLN100109,Hendra Setiawan,Jl. Raya Yogyakarta No.730,Yogyakarta,Yogyakarta,3500 VA,169102,169879,777,1699.53,1320535,May,2023,Lunas,2023-05-03,2023-05-11 00:00:00,2023-05-23,0,1320535,Alfamart,3500_5500
PLN100110,Ika Saputra,Jl. Raya Yogyakarta No.612,Yogyakarta,Yogyakarta,1300 VA,318130,318418,288,1444.7,416074,June,2025,Lunas,2025-06-17,2025-07-22 00:00:00,2025-07-07,8321,424395,E-Wallet,1300
PLN100111,Fajar Ramadhan,Jl. Raya Pekanbaru No.463,Pekanbaru,Riau,3500 VA,434681,434805,124,1699.53,210742,March,2025,Lunas,2025-03-11,2025-03-14 00:00:00,2025-03-31,0,210742,ATM Transfer,3500_5500
PLN100112,Dian Hidayat,Jl. Raya Yogyakarta No.977,Yogyakarta,Yogyakarta,900 VA (subsidi),48710,48828,118,605.0,71390,July,2025,Belum Bayar,2025-07-03,BELUM BAYAR,2025-07-23,1427,72817,BELUM BAYAR,900_subsidi
PLN100113,Dian Aminah,Jl. Raya Serang No.832,Serang,Banten,900 VA (subsidi),295310,295433,123,605.0,74415,April,2023,Lunas,2023-04-19,2023-05-02 00:00:00,2023-05-09,0,74415,ATM Transfer,900_subsidi
PLN100114,Dian Lestari,Jl. Raya Pekanbaru No.992,Pekanbaru,Riau,900 VA (subsidi),55049,55316,267,605.0,161535,August,2024,Lunas,2024-08-12,2024-08-27 00:00:00,2024-09-01,0,161535,Mobile Banking,900_subsidi
PLN100115,Sari Hidayat,Jl. Raya Bandar Lampung No.118,Bandar Lampung,Lampung,2200 VA,225707,225978,271,1444.7,391514,March,2024,Belum Bayar,2024-03-26,BELUM BAYAR,2024-04-15,78302,469816,BELUM BAYAR,2200
PLN100116,Yuli Kusuma,Jl. Raya Mataram No.624,Mataram,NTB,3500 VA,94799,95589,790,1699.53,1342629,June,2024,Lunas,2024-06-01,2024-08-04 00:00:00,2024-06-21,26852,1369481,ATM Transfer,3500_5500
PLN100117,Budi Wijaya,Jl. Raya Pekanbaru No.72,Pekanbaru,Riau,900 VA (subsidi),392060,392177,117,605.0,70785,February,2023,Lunas,2023-02-03,2023-02-17 00:00:00,2023-02-23,0,70785,ATM Transfer,900_subsidi
PLN100118,Rudi Hidayat,Jl. Raya Badung No.796,Badung,Bali,6600 VA+,81770,82568,798,1699.53,1356225,June,2023,Lunas,2023-06-02,2023-06-04 00:00:00,2023-06-22,0,1356225,ATM Transfer,6600_plus
PLN100119,Tono Kusuma,Jl. Raya Sibolga No.453,Sibolga,Sumatera Utara,900 VA (non-subsidi),269429,269617,188,1352.0,254176,February,2024,Lunas,2024-02-25,2024-03-05 00:00:00,2024-03-16,0,254176,Kartu Kredit,900_nonsubsidi
PLN100120,Ika Agustina,Jl. Raya Parepare No.47,Parepare,Sulawesi Selatan,900 VA (subsidi),108011,108176,165,605.0,99825,April,2023,Lunas,2023-04-01,2023-04-05 00:00:00,2023-04-21,0,99825,E-Wallet,900_subsidi
PLN100121,Wahyu Putri,Jl. Raya Denpasar No.510,Denpasar,Bali,2200 VA,199920,200338,418,1444.7,603885,December,2023,Lunas,2023-12-05,2023-12-22 00:00:00,2023-12-25,0,603885,E-Wallet,2200
PLN100122,Eka Aminah,Jl. Raya Sibolga No.44,Sibolga,Sumatera Utara,900 VA (non-subsidi),452928,452993,65,1352.0,87880,June,2025,Lunas,2025-06-03,2025-06-15 00:00:00,2025-06-23,0,87880,Kartu Kredit,900_nonsubsidi
PLN100123,Dian Putri,Jl. Raya Bandung No.990,Bandung,Jawa Barat,900 VA (non-subsidi),362350,362554,204,1352.0,275808,June,2025,Belum Bayar,2025-06-27,BELUM BAYAR,2025-07-17,5516,281324,BELUM BAYAR,900_nonsubsidi
PLN100124,Dian Lestari,Jl. Raya Tasikmalaya No.604,Tasikmalaya,Jawa Barat,900 VA (non-subsidi),457370,457405,35,1352.0,47320,June,2023,Lunas,2023-06-13,2023-06-23 00:00:00,2023-07-03,0,47320,E-Wallet,900_nonsubsidi
PLN100125,Rudi Aminah,Jl. Raya Makassar No.544,Makassar,Sulawesi Selatan,1300 VA,381968,382356,388,1444.7,560544,November,2024,Belum Bayar,2024-11-12,BELUM BAYAR,2024-12-02,123319,683863,BELUM BAYAR,1300
PLN100126,Dewi Pratama,Jl. Raya Bogor No.203,Bogor,Jawa Barat,900 VA (subsidi),398763,399014,251,605.0,151855,October,2023,Lunas,2023-10-25,2023-11-09 00:00:00,2023-11-14,0,151855,Indomaret,900_subsidi
PLN100127,Ika Kurniawan,Jl. Raya Lombok Timur No.885,Lombok Timur,NTB,6600 VA+,230657,231562,905,1699.53,1538075,September,2024,Lunas,2024-09-05,2024-09-14 00:00:00,2024-09-25,0,1538075,E-Wallet,6600_plus
PLN100128,Wahyu Wahyuni,Jl. Raya Madiun No.76,Madiun,Jawa Timur,900 VA (non-subsidi),30740,30826,86,1352.0,116272,May,2025,Lunas,2025-05-02,2025-05-04 00:00:00,2025-05-22,0,116272,Alfamart,900_nonsubsidi
PLN100129,Yuli Saputra,Jl. Raya Sibolga No.568,Sibolga,Sumatera Utara,6600 VA+,476044,477603,1559,1699.53,2649567,March,2023,Belum Bayar,2023-03-15,BELUM BAYAR,2023-04-04,582904,3232471,BELUM BAYAR,6600_plus
PLN100130,Agus Hidayat,Jl. Raya Mataram No.981,Mataram,NTB,900 VA (subsidi),472312,472401,89,605.0,53845,July,2023,Belum Bayar,2023-07-26,BELUM BAYAR,2023-08-15,1076,54921,BELUM BAYAR,900_subsidi
PLN100131,Rizky Kusuma,Jl. Raya Jakarta Timur No.725,Jakarta Timur,DKI Jakarta,900 VA (non-subsidi),275044,275070,26,1352.0,35152,May,2025,Lunas,2025-05-17,2025-05-26 00:00:00,2025-06-06,0,35152,Indomaret,900_nonsubsidi
PLN100132,Dian Kurniawan,Jl. Raya Gianyar No.54,Gianyar,Bali,2200 VA,173542,173852,310,1444.7,447857,October,2024,Lunas,2024-10-03,2024-10-12 00:00:00,2024-10-23,0,447857,ATM Transfer,2200
PLN100133,Yuli Lestari,Jl. Raya Jakarta Selatan No.597,Jakarta Selatan,DKI Jakarta,1300 VA,344821,344961,140,1444.7,202258,November,2024,Lunas,2024-11-10,2024-11-12 00:00:00,2024-11-30,0,202258,ATM Transfer,1300
PLN100134,Fajar Setiawan,Jl. Raya Yogyakarta No.833,Yogyakarta,Yogyakarta,900 VA (subsidi),339555,339703,148,605.0,89540,October,2025,Lunas,2025-10-03,2025-10-03 00:00:00,2025-10-23,0,89540,ATM Transfer,900_subsidi
PLN100135,Rina Wijaya,Jl. Raya Banda Aceh No.971,Banda Aceh,Aceh,2200 VA,72961,73123,162,1444.7,234041,January,2024,Lunas,2024-01-08,2024-01-11 00:00:00,2024-01-28,0,234041,Alfamart,2200
PLN100136,Fajar Lestari,Jl. Raya Tangerang No.678,Tangerang,Banten,900 VA (non-subsidi),198297,198509,212,1352.0,286624,September,2023,Lunas,2023-09-20,2023-09-25 00:00:00,2023-10-10,0,286624,Kartu Kredit,900_nonsubsidi
PLN100137,Tono Santoso,Jl. Raya Sibolga No.737,Sibolga,Sumatera Utara,900 VA (subsidi),150311,150384,73,605.0,44165,May,2025,Lunas,2025-05-20,2025-07-09 00:00:00,2025-06-09,5000,49165,Alfamart,900_subsidi
PLN100138,Fitri Putri,Jl. Raya Banda Aceh No.926,Banda Aceh,Aceh,2200 VA,497317,497568,251,1444.7,362620,December,2024,Lunas,2024-12-22,2024-12-31 00:00:00,2025-01-11,0,362620,E-Wallet,2200
PLN100139,Hendra Saputra,Jl. Raya Makassar No.837,Makassar,Sulawesi Selatan,900 VA (subsidi),131905,132073,168,605.0,101640,September,2023,Lunas,2023-09-28,2023-10-09 00:00:00,2023-10-18,0,101640,Alfamart,900_subsidi
PLN100140,Sari Ramadhan,Jl. Raya Bandar Lampung No.292,Bandar Lampung,Lampung,900 VA (subsidi),236526,236572,46,605.0,27830,November,2023,Belum Bayar,2023-11-09,BELUM BAYAR,2023-11-29,1113,28943,BELUM BAYAR,900_subsidi
PLN100141,Dian Aminah,Jl. Raya Banda Aceh No.837,Banda Aceh,Aceh,1300 VA,218191,218525,334,1444.7,482530,November,2024,Lunas,2024-11-01,2024-11-08 00:00:00,2024-11-21,0,482530,Indomaret,1300
PLN100142,Andi Hidayat,Jl. Raya Magelang No.954,Magelang,Jawa Tengah,900 VA (subsidi),77373,77571,198,605.0,119790,October,2024,Lunas,2024-10-26,2024-11-10 00:00:00,2024-11-15,0,119790,Kartu Kredit,900_subsidi
PLN100143,Dewi Kurniawan,Jl. Raya Yogyakarta No.631,Yogyakarta,Yogyakarta,450 VA,135166,135177,11,415.0,4565,June,2023,Lunas,2023-06-01,2023-06-17 00:00:00,2023-06-21,0,4565,Indomaret,450_subsidi
PLN100144,Sari Kurniawan,Jl. Raya Badung No.125,Badung,Bali,450 VA,417166,417231,65,415.0,26975,March,2025,Lunas,2025-03-21,2025-04-05 00:00:00,2025-04-10,0,26975,Alfamart,450_subsidi
PLN100145,Fajar Santoso,Jl. Raya Mataram No.736,Mataram,NTB,900 VA (subsidi),323202,323337,135,605.0,81675,April,2025,Lunas,2025-04-01,2025-04-06 00:00:00,2025-04-21,0,81675,Kartu Kredit,900_subsidi
PLN100146,Andi Saputra,Jl. Raya Banda Aceh No.977,Banda Aceh,Aceh,1300 VA,266723,267140,417,1444.7,602440,September,2025,Lunas,2025-09-26,2025-10-11 00:00:00,2025-10-16,0,602440,Transfer Bank,1300
PLN100147,Hendra Hidayat,Jl. Raya Semarang No.366,Semarang,Jawa Tengah,2200 VA,385158,385272,114,1444.7,164696,November,2024,Lunas,2024-11-08,2024-11-26 00:00:00,2024-11-28,0,164696,Kartu Kredit,2200
PLN100148,Ayu Wijaya,Jl. Raya Madiun No.347,Madiun,Jawa Timur,2200 VA,409394,409495,101,1444.7,145915,December,2023,Lunas,2023-12-27,2024-03-18 00:00:00,2024-01-16,5836,151751,Kartu Kredit,2200
PLN100149,Rudi Kurniawan,Jl. Raya Tasikmalaya No.38,Tasikmalaya,Jawa Barat,900 VA (subsidi),105428,105579,151,605.0,91355,March,2023,Belum Bayar,2023-03-26,BELUM BAYAR,2023-04-15,9135,100490,BELUM BAYAR,900_subsidi
PLN100150,Rina Saputra,Jl. Raya Sibolga No.485,Sibolga,Sumatera Utara,900 VA (subsidi),188020,188157,137,605.0,82885,January,2024,Belum Bayar,2024-01-10,BELUM BAYAR,2024-01-30,0,82885,BELUM BAYAR,900_subsidi
PLN100151,Ayu Putri,Jl. Raya Bogor No.448,Bogor,Jawa Barat,3500 VA,177977,178752,775,1699.53,1317136,May,2025,Belum Bayar,2025-05-13,BELUM BAYAR,2025-06-02,210741,1527877,BELUM BAYAR,3500_5500
PLN100152,Rina Hidayat,Jl. Raya Pekanbaru No.821,Pekanbaru,Riau,900 VA (subsidi),226622,226762,140,605.0,84700,April,2025,Lunas,2025-04-03,2025-07-02 00:00:00,2025-04-23,5000,89700,ATM Transfer,900_subsidi
PLN100153,Ayu Aminah,Jl. Raya Bogor No.314,Bogor,Jawa Barat,900 VA (non-subsidi),362556,362635,79,1352.0,106808,April,2025,Lunas,2025-04-06,2025-04-17 00:00:00,2025-04-26,0,106808,Alfamart,900_nonsubsidi
PLN100154,Dian Putri,Jl. Raya Mataram No.77,Mataram,NTB,1300 VA,269670,270004,334,1444.7,482530,February,2025,Belum Bayar,2025-02-12,BELUM BAYAR,2025-03-04,106156,588686,BELUM BAYAR,1300
PLN100155,Rudi Santoso,Jl. Raya Tasikmalaya No.36,Tasikmalaya,Jawa Barat,900 VA (subsidi),339114,339251,137,605.0,82885,April,2024,Lunas,2024-04-25,2024-05-13 00:00:00,2024-05-15,0,82885,Transfer Bank,900_subsidi
PLN100156,Yuli Wijaya,Jl. Raya Yogyakarta No.381,Yogyakarta,Yogyakarta,900 VA (non-subsidi),73114,73191,77,1352.0,104104,May,2023,Lunas,2023-05-19,2023-05-27 00:00:00,2023-06-08,0,104104,Mobile Banking,900_nonsubsidi
PLN100157,Sari Santoso,Jl. Raya Serang No.531,Serang,Banten,900 VA (non-subsidi),138015,138246,231,1352.0,312312,December,2025,Lunas,2025-12-04,2026-01-21 00:00:00,2025-12-24,6246,318558,Alfamart,900_nonsubsidi
PLN100158,Rina Ramadhan,Jl. Raya Pekanbaru No.205,Pekanbaru,Riau,900 VA (subsidi),91373,91521,148,605.0,89540,May,2023,Belum Bayar,2023-05-15,BELUM BAYAR,2023-06-04,12535,102075,BELUM BAYAR,900_subsidi
PLN100159,Andi Kurniawan,Jl. Raya Yogyakarta No.684,Yogyakarta,Yogyakarta,900 VA (non-subsidi),285205,285253,48,1352.0,64896,May,2023,Lunas,2023-05-18,2023-05-23 00:00:00,2023-06-07,0,64896,Kartu Kredit,900_nonsubsidi
PLN100160,Rudi Kurniawan,Jl. Raya Medan No.125,Medan,Sumatera Utara,6600 VA+,413490,415383,1893,1699.53,3217210,September,2023,Lunas,2023-09-08,2023-09-26 00:00:00,2023-09-28,0,3217210,ATM Transfer,6600_plus
PLN100161,Tono Kurniawan,Jl. Raya Banda Aceh No.627,Banda Aceh,Aceh,3500 VA,209343,209750,407,1699.53,691709,May,2023,Belum Bayar,2023-05-10,BELUM BAYAR,2023-05-30,110673,802382,BELUM BAYAR,3500_5500
PLN100162,Rizky Setiawan,Jl. Raya Tangerang No.129,Tangerang,Banten,6600 VA+,243258,245230,1972,1699.53,3351473,May,2023,Lunas,2023-05-15,2023-06-01 00:00:00,2023-06-04,0,3351473,Kartu Kredit,6600_plus
PLN100163,Ika Wijaya,Jl. Raya Tangerang No.444,Tangerang,Banten,1300 VA,65623,66096,473,1444.7,683343,April,2023,Lunas,2023-04-27,2023-05-02 00:00:00,2023-05-17,0,683343,ATM Transfer,1300
PLN100164,Fitri Hidayat,Jl. Raya Banda Aceh No.867,Banda Aceh,Aceh,900 VA (subsidi),289729,289799,70,605.0,42350,January,2024,Lunas,2024-01-21,2024-02-07 00:00:00,2024-02-10,0,42350,Transfer Bank,900_subsidi
PLN100165,Rizky Kusuma,Jl. Raya Jakarta Timur No.176,Jakarta Timur,DKI Jakarta,1300 VA,484961,485405,444,1444.7,641447,October,2024,Lunas,2024-10-27,2024-11-20 00:00:00,2024-11-16,12828,654275,Transfer Bank,1300
PLN100166,Siti Kusuma,Jl. Raya Serang No.667,Serang,Banten,900 VA (subsidi),335871,336015,144,605.0,87120,March,2025,Lunas,2025-03-20,2025-06-18 00:00:00,2025-04-09,5000,92120,ATM Transfer,900_subsidi
PLN100167,Rina Agustina,Jl. Raya Tegal No.305,Tegal,Jawa Tengah,1300 VA,231056,231479,423,1444.7,611108,April,2023,Lunas,2023-04-06,2023-04-16 00:00:00,2023-04-26,0,611108,Alfamart,1300
PLN100168,Dewi Hidayat,Jl. Raya Pekanbaru No.752,Pekanbaru,Riau,6600 VA+,66921,69559,2638,1699.53,4483360,November,2024,Lunas,2024-11-13,2024-11-16 00:00:00,2024-12-03,0,4483360,ATM Transfer,6600_plus
PLN100169,Fitri Agustina,Jl. Raya Tasikmalaya No.254,Tasikmalaya,Jawa Barat,900 VA (subsidi),496548,496653,105,605.0,63525,April,2023,Lunas,2023-04-10,2023-04-17 00:00:00,2023-04-30,0,63525,E-Wallet,900_subsidi
PLN100170,Rudi Lestari,Jl. Raya Gianyar No.739,Gianyar,Bali,900 VA (non-subsidi),270790,270864,74,1352.0,100048,November,2023,Lunas,2023-11-16,2024-02-08 00:00:00,2023-12-06,5000,105048,Transfer Bank,900_nonsubsidi
PLN100171,Andi Setiawan,Jl. Raya Makassar No.221,Makassar,Sulawesi Selatan,1300 VA,148345,148511,166,1444.7,239820,April,2023,Lunas,2023-04-02,2023-07-15 00:00:00,2023-04-22,9592,249412,Kartu Kredit,1300
PLN100172,Rina Putri,Jl. Raya Makassar No.442,Makassar,Sulawesi Selatan,900 VA (subsidi),192701,192772,71,605.0,42955,May,2024,Lunas,2024-05-24,2024-06-05 00:00:00,2024-06-13,0,42955,Transfer Bank,900_subsidi
PLN100173,Ika Saputra,Jl. Raya Jakarta Barat No.76,Jakarta Barat,DKI Jakarta,900 VA (non-subsidi),289168,289283,115,1352.0,155480,May,2025,Lunas,2025-05-25,2025-09-10 00:00:00,2025-06-14,6219,161699,Alfamart,900_nonsubsidi
PLN100174,Sari Wijaya,Jl. Raya Banda Aceh No.383,Banda Aceh,Aceh,2200 VA,492928,493279,351,1444.7,507090,October,2024,Lunas,2024-10-18,2024-11-03 00:00:00,2024-11-07,0,507090,Indomaret,2200
PLN100175,Rizky Santoso,Jl. Raya Sidoarjo No.731,Sidoarjo,Jawa Timur,900 VA (non-subsidi),240457,240593,136,1352.0,183872,July,2025,Lunas,2025-07-17,2025-08-24 00:00:00,2025-08-06,5000,188872,ATM Transfer,900_nonsubsidi
PLN100176,Yuli Hidayat,Jl. Raya Jakarta Barat No.608,Jakarta Barat,DKI Jakarta,900 VA (non-subsidi),257651,257820,169,1352.0,228488,September,2025,Lunas,2025-09-18,2025-09-18 00:00:00,2025-10-08,0,228488,ATM Transfer,900_nonsubsidi
PLN100177,Ayu Kusuma,Jl. Raya Tasikmalaya No.598,Tasikmalaya,Jawa Barat,900 VA (non-subsidi),249701,249821,120,1352.0,162240,February,2023,Lunas,2023-02-20,2023-03-10 00:00:00,2023-03-12,0,162240,Alfamart,900_nonsubsidi
PLN100178,Fitri Ramadhan,Jl. Raya Kediri No.175,Kediri,Jawa Timur,1300 VA,431269,431787,518,1444.7,748355,January,2025,Lunas,2025-01-05,2025-01-08 00:00:00,2025-01-25,0,748355,Mobile Banking,1300
PLN100179,Budi Agustina,Jl. Raya Denpasar No.423,Denpasar,Bali,1300 VA,407048,407308,260,1444.7,375622,March,2025,Lunas,2025-03-17,2025-03-18 00:00:00,2025-04-06,0,375622,Kartu Kredit,1300
PLN100180,Dewi Saputra,Jl. Raya Jakarta Barat No.679,Jakarta Barat,DKI Jakarta,1300 VA,91089,91797,708,1444.7,1022848,January,2025,Lunas,2025-01-11,2025-01-28 00:00:00,2025-01-31,0,1022848,ATM Transfer,1300
PLN100181,Wahyu Wahyuni,Jl. Raya Balikpapan No.286,Balikpapan,Kalimantan Timur,1300 VA,404924,405317,393,1444.7,567767,March,2024,Lunas,2024-03-10,2024-03-25 00:00:00,2024-03-30,0,567767,ATM Transfer,1300
PLN100182,Rina Hidayat,Jl. Raya Parepare No.295,Parepare,Sulawesi Selatan,900 VA (subsidi),470568,470636,68,605.0,41140,November,2025,Belum Bayar,2025-11-13,BELUM BAYAR,2025-12-03,4114,45254,BELUM BAYAR,900_subsidi
PLN100183,Dewi Putri,Jl. Raya Surabaya No.355,Surabaya,Jawa Timur,3500 VA,251797,252175,378,1699.53,642422,May,2024,Lunas,2024-05-24,2024-07-18 00:00:00,2024-06-13,12848,655270,Alfamart,3500_5500
PLN100184,Wahyu Wijaya,Jl. Raya Bekasi No.249,Bekasi,Jawa Barat,900 VA (subsidi),335318,335466,148,605.0,89540,October,2025,Lunas,2025-10-08,2025-10-18 00:00:00,2025-10-28,0,89540,Kartu Kredit,900_subsidi
PLN100185,Rina Aminah,Jl. Raya Yogyakarta No.6,Yogyakarta,Yogyakarta,6600 VA+,341938,343303,1365,1699.53,2319858,November,2023,Belum Bayar,2023-11-14,BELUM BAYAR,2023-12-04,371177,2691035,BELUM BAYAR,6600_plus
PLN100186,Rina Kusuma,Jl. Raya Jakarta Barat No.329,Jakarta Barat,DKI Jakarta,900 VA (subsidi),47741,47903,162,605.0,98010,April,2023,Lunas,2023-04-25,2023-04-26 00:00:00,2023-05-15,0,98010,Mobile Banking,900_subsidi
PLN100187,Dian Gunawan,Jl. Raya Bandar Lampung No.857,Bandar Lampung,Lampung,900 VA (non-subsidi),491904,492052,148,1352.0,200096,August,2025,Lunas,2025-08-06,2025-10-03 00:00:00,2025-08-26,5000,205096,Transfer Bank,900_nonsubsidi
PLN100188,Budi Putri,Jl. Raya Makassar No.951,Makassar,Sulawesi Selatan,6600 VA+,335776,337232,1456,1699.53,2474516,July,2024,Lunas,2024-07-15,2024-07-19 00:00:00,2024-08-04,0,2474516,E-Wallet,6600_plus
PLN100189,Rizky Agustina,Jl. Raya Semarang No.339,Semarang,Jawa Tengah,900 VA (subsidi),135811,135880,69,605.0,41745,June,2025,Lunas,2025-06-21,2025-07-01 00:00:00,2025-07-11,0,41745,E-Wallet,900_subsidi
PLN100190,Rina Wahyuni,Jl. Raya Yogyakarta No.180,Yogyakarta,Yogyakarta,1300 VA,225167,225239,72,1444.7,104018,February,2025,Lunas,2025-02-27,2025-03-02 00:00:00,2025-03-19,0,104018,Mobile Banking,1300
PLN100191,Dewi Agustina,Jl. Raya Denpasar No.7,Denpasar,Bali,900 VA (subsidi),396092,396185,93,605.0,56265,April,2024,Lunas,2024-04-15,2024-05-03 00:00:00,2024-05-05,0,56265,Kartu Kredit,900_subsidi
PLN100192,Ika Santoso,Jl. Raya Magelang No.710,Magelang,Jawa Tengah,900 VA (subsidi),161683,161854,171,605.0,103455,August,2023,Lunas,2023-08-15,2023-08-24 00:00:00,2023-09-04,0,103455,Kartu Kredit,900_subsidi
PLN100193,Sari Kusuma,Jl. Raya Pekanbaru No.377,Pekanbaru,Riau,1300 VA,251373,251705,332,1444.7,479640,March,2024,Lunas,2024-03-05,2024-06-11 00:00:00,2024-03-25,19185,498825,ATM Transfer,1300
PLN100194,Dian Ramadhan,Jl. Raya Parepare No.776,Parepare,Sulawesi Selatan,1300 VA,130630,130743,113,1444.7,163251,February,2024,Lunas,2024-02-25,2024-02-27 00:00:00,2024-03-16,0,163251,Alfamart,1300
PLN100195,Tono Saputra,Jl. Raya Yogyakarta No.940,Yogyakarta,Yogyakarta,1300 VA,287800,288125,325,1444.7,469528,April,2023,Belum Bayar,2023-04-27,BELUM BAYAR,2023-05-17,28171,497699,BELUM BAYAR,1300
PLN100196,Ika Saputra,Jl. Raya Jakarta Barat No.875,Jakarta Barat,DKI Jakarta,1300 VA,108332,108689,357,1444.7,515758,August,2023,Lunas,2023-08-22,2023-09-07 00:00:00,2023-09-11,0,515758,Indomaret,1300
PLN100197,Siti Agustina,Jl. Raya Tasikmalaya No.468,Tasikmalaya,Jawa Barat,1300 VA,353557,353724,167,1444.7,241265,December,2025,Belum Bayar,2025-12-15,BELUM BAYAR,2026-01-04,0,241265,BELUM BAYAR,1300
PLN100198,Hendra Putri,Jl. Raya Bandar Lampung No.593,Bandar Lampung,Lampung,900 VA (subsidi),368074,368203,129,605.0,78045,April,2025,Lunas,2025-04-12,2025-05-11 00:00:00,2025-05-02,5000,83045,Indomaret,900_subsidi
PLN100199,Siti Putri,Jl. Raya Medan No.785,Medan,Sumatera Utara,1300 VA,468007,468315,308,1444.7,444968,March,2025,Lunas,2025-03-12,2025-05-20 00:00:00,2025-04-01,8899,453867,Indomaret,1300
PLN100200,Andi Kusuma,Jl. Raya Banda Aceh No.670,Banda Aceh,Aceh,3500 VA,282321,282678,357,1699.53,606732,August,2023,Lunas,2023-08-06,2023-08-13 00:00:00,2023-08-26,0,606732,E-Wallet,3500_5500
PLN100201,Budi Kurniawan,Jl. Raya Malang No.475,Malang,Jawa Timur,1300 VA,279533,279886,353,1444.7,509979,November,2025,Lunas,2025-11-14,2025-11-28 00:00:00,2025-12-04,0,509979,ATM Transfer,1300
PLN100202,Dewi Putri,Jl. Raya Jakarta Selatan No.33,Jakarta Selatan,DKI Jakarta,2200 VA,402248,402632,384,1444.7,554765,March,2025,Belum Bayar,2025-03-20,BELUM BAYAR,2025-04-09,0,554765,BELUM BAYAR,2200
PLN100203,Fitri Pratama,Jl. Raya Madiun No.35,Madiun,Jawa Timur,900 VA (non-subsidi),389072,389256,184,1352.0,248768,April,2023,Lunas,2023-04-08,2023-04-25 00:00:00,2023-04-28,0,248768,Mobile Banking,900_nonsubsidi
PLN100204,Siti Wijaya,Jl. Raya Parepare No.240,Parepare,Sulawesi Selatan,2200 VA,314023,314481,458,1444.7,661673,September,2024,Lunas,2024-09-19,2024-11-09 00:00:00,2024-10-09,13233,674906,ATM Transfer,2200
PLN100205,Dewi Kusuma,Jl. Raya Parepare No.308,Parepare,Sulawesi Selatan,900 VA (subsidi),462186,462223,37,605.0,22385,December,2025,Lunas,2025-12-19,2026-01-01 00:00:00,2026-01-08,0,22385,Alfamart,900_subsidi
PLN100206,Rina Santoso,Jl. Raya Banda Aceh No.805,Banda Aceh,Aceh,1300 VA,79074,79233,159,1444.7,229707,March,2025,Lunas,2025-03-14,2025-03-31 00:00:00,2025-04-03,0,229707,Indomaret,1300
PLN100207,Fitri Lestari,Jl. Raya Solo No.826,Solo,Jawa Tengah,1300 VA,216984,217361,377,1444.7,544652,April,2023,Belum Bayar,2023-04-18,BELUM BAYAR,2023-05-08,98037,642689,BELUM BAYAR,1300
PLN100208,Rizky Wijaya,Jl. Raya Binjai No.209,Binjai,Sumatera Utara,900 VA (non-subsidi),444991,445141,150,1352.0,202800,June,2023,Lunas,2023-06-15,2023-06-21 00:00:00,2023-07-05,0,202800,Transfer Bank,900_nonsubsidi
PLN100209,Wahyu Setiawan,Jl. Raya Yogyakarta No.895,Yogyakarta,Yogyakarta,900 VA (subsidi),252190,252340,150,605.0,90750,December,2025,Lunas,2025-12-07,2026-02-04 00:00:00,2025-12-27,5000,95750,Transfer Bank,900_subsidi
PLN100210,Agus Gunawan,Jl. Raya Jakarta Selatan No.765,Jakarta Selatan,DKI Jakarta,6600 VA+,361897,365708,3811,1699.53,6476909,July,2025,Lunas,2025-07-08,2025-07-15 00:00:00,2025-07-28,0,6476909,Alfamart,6600_plus
PLN100211,Ayu Kurniawan,Jl. Raya Tegal No.547,Tegal,Jawa Tengah,1300 VA,189172,189557,385,1444.7,556210,August,2024,Lunas,2024-08-09,2024-08-12 00:00:00,2024-08-29,0,556210,E-Wallet,1300
PLN100212,Rina Kurniawan,Jl. Raya Bandar Lampung No.380,Bandar Lampung,Lampung,900 VA (non-subsidi),453841,454029,188,1352.0,254176,March,2023,Lunas,2023-03-19,2023-03-27 00:00:00,2023-04-08,0,254176,Alfamart,900_nonsubsidi
PLN100213,Ika Wahyuni,Jl. Raya Serang No.157,Serang,Banten,900 VA (subsidi),299556,299733,177,605.0,107085,March,2024,Belum Bayar,2024-03-13,BELUM BAYAR,2024-04-02,17133,124218,BELUM BAYAR,900_subsidi
PLN100214,Fajar Kusuma,Jl. Raya Banda Aceh No.264,Banda Aceh,Aceh,2200 VA,337035,337432,397,1444.7,573546,August,2025,Lunas,2025-08-24,2025-09-04 00:00:00,2025-09-13,0,573546,Mobile Banking,2200
PLN100215,Dewi Ramadhan,Jl. Raya Makassar No.939,Makassar,Sulawesi Selatan,3500 VA,18128,18733,605,1699.53,1028216,April,2023,Belum Bayar,2023-04-17,BELUM BAYAR,2023-05-07,20564,1048780,BELUM BAYAR,3500_5500
PLN100216,Siti Kurniawan,Jl. Raya Sidoarjo No.863,Sidoarjo,Jawa Timur,1300 VA,79770,80183,413,1444.7,596661,May,2023,Lunas,2023-05-23,2023-06-03 00:00:00,2023-06-12,0,596661,Transfer Bank,1300
PLN100217,Yuli Kusuma,Jl. Raya Yogyakarta No.676,Yogyakarta,Yogyakarta,1300 VA,290036,290220,184,1444.7,265825,January,2023,Lunas,2023-01-18,2023-01-26 00:00:00,2023-02-07,0,265825,Alfamart,1300
